Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40614568,10/21/18 13:54,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11355,42-08 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,,,,,ADDRESS,Flushing,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,07 QUEENS,4050650018,QUEENS,"1,030,498","214,210",MOBILE,Unspecified,QUEENS,,,,,,,,40.75451253,-73.83307221,"(40.754512533917946, -73.8330722132328)"
40617897,10/21/18 13:54,,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10009,250 1 AVENUE,1 AVENUE,BEND,EAST 15 STREET,,,ADDRESS,NEW YORK,,N/A,Open,11/20/18 13:54,The Department of Transportation requires 30 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,06 MANHATTAN,1009720001,MANHATTAN,"989,227","205,914",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73186163,-73.98204211,"(40.731861634499985, -73.98204210581282)"
40615177,10/21/18 13:54,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Commercial Building,10002,72 ALLEN STREET,ALLEN STREET,GRAND STREET,BROOME STREET,,,ADDRESS,NEW YORK,,N/A,Open,11/27/18 13:54,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type may result in agency contact and/or investigation at the time of a routine inspection.  Status will be available 37 days after the date of your complaint by calling 311. Please note your Service Request number for future reference.,,03 MANHATTAN,1004130051,MANHATTAN,"986,683","200,688",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7175186,-73.9912232,"(40.717518598170756, -73.99122319591568)"
40613870,10/21/18 13:54,10/21/18 14:50,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,250 WEST 146 STREET,WEST 146 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,10/21/18 21:54,The Police Department responded to the complaint and determined that police action was not necessary.,10/21/18 14:50,10 MANHATTAN,1020310054,MANHATTAN,"1,000,835","239,098",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82292879,-73.94007649,"(40.822928793619866, -73.94007649464943)"
40612889,10/21/18 13:54,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,1192 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,04 BRONX,2025150009,BRONX,"1,004,850","244,378",MOBILE,Unspecified,BRONX,,,,,,,,40.83741242,-73.92555363,"(40.8374124241658, -73.92555363270579)"
40615101,10/21/18 13:55,,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10462,1814 RADCLIFF AVENUE,RADCLIFF AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,10/23/18 0:00,11 BRONX,2041260043,BRONX,"1,023,686","248,340",PHONE,Unspecified,BRONX,,,,,,,,40.84822292,-73.85745898,"(40.848222915615686, -73.85745897966154)"
40613275,10/21/18 13:55,,DSNY,Department of Sanitation,Electronics Waste,missed collection for E-waste,Sidewalk,10312,146 KENILWORTH AVENUE,KENILWORTH AVENUE,CHATHAM STREET,BILLINGS STREET,,,ADDRESS,STATEN ISLAND,,N/A,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 STATEN ISLAND,5057270063,STATEN ISLAND,"933,465","144,233",PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.56241666,-74.1827766,"(40.56241666141798, -74.18277660199423)"
40613255,10/21/18 13:55,,DSNY,Department of Sanitation,Electronics Waste,missed collection for E-waste,Sidewalk,10308,85 KENNINGTON STREET,KENNINGTON STREET,GREAVES AVENUE,MILES AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Open,,The Department of Sanitation is in the process of investigating this complaint.,,03 STATEN ISLAND,5046070046,STATEN ISLAND,"942,724","143,112",PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55938793,-74.1494464,"(40.55938793108289, -74.14944639687357)"
40615038,10/21/18 13:55,10/21/18 14:14,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11234,83 GAYLORD DRIVE SOUTH,GAYLORD DRIVE SOUTH,BASSETT AVENUE,INDIANA WALK,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/21/18 21:55,The Police Department responded to the complaint and determined that police action was not necessary.,10/21/18 14:14,18 BROOKLYN,3086190001,BROOKLYN,"1,010,322","161,155",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60897126,-73.90610078,"(40.6089712571087, -73.90610077535806)"
40618523,10/21/18 13:55,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10039,274 WEST  145 STREET,WEST  145 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,11/20/18 13:55,The graffiti on this property has been scheduled to be removed by the City.,10/21/18 13:55,10 MANHATTAN,1020300005,MANHATTAN,"1,000,570","238,925",UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82245445,-73.94103439,"(40.82245445130311, -73.94103439048389)"
40619090,10/21/18 13:55,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,1192 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,04 BRONX,2025150009,BRONX,"1,004,850","244,378",MOBILE,Unspecified,BRONX,,,,,,,,40.83741242,-73.92555363,"(40.8374124241658, -73.92555363270579)"
40618772,10/21/18 13:55,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11208,111 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,05 BROOKLYN,3039090028,BROOKLYN,"1,016,190","188,066",PHONE,Unspecified,BROOKLYN,,,,,,,,40.68281687,-73.88483957,"(40.682816866765954, -73.88483957132759)"
40616442,10/21/18 13:55,10/21/18 15:26,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11201,,,,,,,,BROOKLYN,,N/A,Closed,11/4/18 13:55,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",10/21/18 15:26,02 BROOKLYN,,BROOKLYN,,,ONLINE,Brooklyn Civic Center Parks,BROOKLYN,,,,,,,,,,
40615632,10/21/18 13:55,10/21/18 14:00,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10312,281 PACIFIC AVENUE,PACIFIC AVENUE,SYCAMORE STREET,OAKDALE STREET,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,10/21/18 21:55,The Police Department reviewed your complaint and provided additional information below.,10/21/18 14:00,03 STATEN ISLAND,5052350009,STATEN ISLAND,"940,198","136,868",ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.54223718,-74.15849645,"(40.54223717955053, -74.15849644723852)"
40614671,10/21/18 13:55,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,4524 BARNES AVENUE,BARNES AVENUE,EAST 239 STREET,BRUNER AVENUE,,,ADDRESS,BRONX,,Precinct,Assigned,10/21/18 21:55,Your complaint has been received by the Police Department and additional information will be available later.,10/21/18 14:50,12 BRONX,2050900019,BRONX,"1,025,596","266,881",PHONE,Unspecified,BRONX,,,,,,,,40.89910345,-73.8504409,"(40.89910344815624, -73.85044089714012)"
40616817,10/21/18 13:56,,DSNY,Department of Sanitation,Electronics Waste,missed collection for E-waste,Sidewalk,11237,1413 JEFFERSON AVENUE,JEFFERSON AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,The Department of Sanitation is in the process of investigating this complaint.,,04 BROOKLYN,3033850050,BROOKLYN,"1,009,330","192,528",PHONE,Unspecified,BROOKLYN,,,,,,,,40.69508612,-73.90955683,"(40.69508612027824, -73.90955683377783)"
40618580,10/21/18 13:56,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,,10465,1090 FAIRFAX AVENUE,FAIRFAX AVENUE,,,,,LATLONG,BRONX,,N/A,Open,10/29/18 13:56,"The Department of Parks and Recreation usually requires 4 days to inspect branches that have fallen on streets or sidewalks. If warranted, the issue will be resolved in 10 days. All other locations will be inspected in 8 days and may take up to 45 days to resolve. Please note your Service Request number for future reference.",,10 BRONX,,BRONX,"1,033,245","243,536",MOBILE,Unspecified,BRONX,,,,,,,,40.8349895,-73.82294325,"(40.83498949750579, -73.8229432535861)"
40617261,10/21/18 13:56,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11691,22-88 MOTT AVENUE,MOTT AVENUE,,,,,ADDRESS,Far Rockaway,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,14 QUEENS,4156630009,QUEENS,"1,051,348","160,134",PHONE,Unspecified,QUEENS,,,,,,,,40.60595315,-73.75835486,"(40.60595315079526, -73.75835485820404)"
40612510,10/21/18 13:56,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11691,22-88 MOTT AVENUE,MOTT AVENUE,,,,,ADDRESS,Far Rockaway,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,14 QUEENS,4156630009,QUEENS,"1,051,348","160,134",PHONE,Unspecified,QUEENS,,,,,,,,40.60595315,-73.75835486,"(40.60595315079526, -73.75835485820404)"
40616560,10/21/18 13:56,10/21/18 17:35,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11357,157-23 CROSS IS PARKWAY,CROSS IS PARKWAY,157 STREET,159 STREET,,,ADDRESS,WHITESTONE,,Precinct,Closed,10/21/18 21:56,The Police Department responded to the complaint and determined that police action was not necessary.,10/21/18 17:35,07 QUEENS,4045680085,QUEENS,"1,038,287","225,922",PHONE,Unspecified,QUEENS,,,,,,,,40.78661467,-73.80486447,"(40.78661467104657, -73.8048644699764)"
40618850,10/21/18 13:56,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11373,41-06 CASE STREET,CASE STREET,,,,,ADDRESS,Elmhurst,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,04 QUEENS,4015650006,QUEENS,"1,019,160","211,476",PHONE,Unspecified,QUEENS,,,,,,,,40.74706044,-73.87400978,"(40.747060436157525, -73.874009780677)"
40614558,10/21/18 13:56,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11373,41-06 CASE STREET,CASE STREET,,,,,ADDRESS,Elmhurst,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,04 QUEENS,4015650006,QUEENS,"1,019,160","211,476",PHONE,Unspecified,QUEENS,,,,,,,,40.74706044,-73.87400978,"(40.747060436157525, -73.874009780677)"
40617564,10/21/18 13:57,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11218,134 DAHILL ROAD,DAHILL ROAD,CLARA STREET,LOUISA STREET,,,ADDRESS,BROOKLYN,,N/A,Open,11/20/18 13:57,"The Department of Parks and Recreation usually requires 30 days to inspect the issue and may take up to 60 days to resolve it, if warranted. Please note your Service Request number for future reference.",,12 BROOKLYN,3053110041,BROOKLYN,"989,592","173,928",PHONE,Unspecified,BROOKLYN,,,,,,,,40.6440672,-73.98075048,"(40.6440672028586, -73.98075048307946)"
40618168,10/21/18 13:57,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213,985 PARK PLACE,PARK PLACE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,08 BROOKLYN,3012350050,BROOKLYN,"999,429","184,533",PHONE,Unspecified,BROOKLYN,,,,,,,,40.67316419,-73.94527969,"(40.673164194447835, -73.94527968792808)"
40615365,10/21/18 13:57,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11214,7705 BAY PARKWAY,BAY PARKWAY,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,11 BROOKLYN,3062530001,BROOKLYN,"987,312","160,275",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60659366,-73.98897249,"(40.60659366361406, -73.98897249416603)"
40617407,10/21/18 13:57,10/21/18 17:32,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,10310,,,,,CARY AVENUE,TAYLOR STREET,INTERSECTION,STATEN ISLAND,,Precinct,Closed,10/21/18 21:57,The Police Department responded and upon arrival those responsible for the condition were gone.,10/21/18 17:32,01 STATEN ISLAND,,STATEN ISLAND,"950,167","169,542",PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63196461,-74.12279343,"(40.631964610711435, -74.12279343217315)"
40613027,10/21/18 13:57,10/21/18 18:37,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11435,95-09 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,95 AVENUE,97 AVENUE,,,ADDRESS,JAMAICA,,Precinct,Closed,10/21/18 21:57,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/21/18 18:37,12 QUEENS,4100270036,QUEENS,"1,037,949","193,722",ONLINE,Unspecified,QUEENS,,,,,,,,40.69823599,-73.8063421,"(40.69823598566107, -73.80634209982989)"
40618560,10/21/18 13:58,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10470,,,,,EAST 241 STREET,MATILDA AVENUE,INTERSECTION,BRONX,,N/A,Open,,,,12 BRONX,,BRONX,"1,025,119","268,754",PHONE,Unspecified,BRONX,,,,,,,,40.90424645,-73.85215489,"(40.904246445761586, -73.85215489045052)"
40617650,10/21/18 13:58,,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10004,70 LITTLE WEST STREET,LITTLE WEST STREET,2 PL,3 PL,,,ADDRESS,NEW YORK,,N/A,Open,,,,01 MANHATTAN,1000167517,MANHATTAN,"979,670","196,878",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7070602,-74.0165193,"(40.70706020441675, -74.01651929972803)"
40613127,10/21/18 13:58,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11212,,,,,MOTHER GASTON BOULEVARD,HEGEMAN AVENUE,INTERSECTION,BROOKLYN,,N/A,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,10/21/18 19:35,16 BROOKLYN,,BROOKLYN,"1,011,007","178,591",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65682731,-73.90356459,"(40.65682730979919, -73.90356459352407)"
40616091,10/21/18 13:58,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10461,2002 HOBART AVENUE,HOBART AVENUE,WILKINSON AVENUE,EAST 194 STREET,,,ADDRESS,BRONX,,N/A,Open,10/25/18 13:58,"The Department of Parks and Recreation usually requires 4 days to inspect branches that have fallen on streets or sidewalks. If warranted, the issue will be resolved in 10 days. All other locations will be inspected in 8 days and may take up to 45 days to resolve. Please note your Service Request number for future reference.",,10 BRONX,2042450001,BRONX,"1,030,997","249,674",PHONE,Unspecified,BRONX,,,,,,,,40.85184866,-73.8310242,"(40.8518486644609, -73.83102420390469)"
40617217,10/21/18 13:58,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10454,317 LOCUST AVENUE,LOCUST AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,01 BRONX,2025980077,BRONX,"1,010,381","232,139",PHONE,Unspecified,BRONX,,,,,,,,40.80380521,-73.90561282,"(40.80380520912121, -73.9056128172945)"
40612706,10/21/18 13:58,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11213,1098 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,09 BROOKLYN,3013960030,BROOKLYN,"1,003,072","182,962",PHONE,Unspecified,BROOKLYN,,,,,,,,40.66884516,-73.93215106,"(40.66884515646361, -73.93215106023762)"
40618389,10/21/18 13:58,10/21/18 14:51,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11432,83-22 164 STREET,164 STREET,GRAND CENTRAL PARKWAY,84 AVENUE,,,ADDRESS,JAMAICA,,Precinct,Closed,10/21/18 21:58,The Police Department responded to the complaint and determined that police action was not necessary.,10/21/18 14:51,08 QUEENS,,QUEENS,"1,038,869","200,069",ONLINE,Unspecified,QUEENS,,,,,,,,40.71565133,-73.80297278,"(40.71565132734698, -73.80297277611557)"
40616048,10/21/18 13:58,10/21/18 14:38,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,11385,,,,,,,,RIDGEWOOD,,N/A,Closed,11/4/18 13:58,The injured person has been transported to a hospital.,10/21/18 14:38,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Forest Park - Victory Field,QUEENS,,,,,,,,,,
40614556,10/21/18 13:58,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,1849 GLEASON AVENUE,GLEASON AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,09 BRONX,2037660006,BRONX,"1,021,988","241,788",PHONE,Unspecified,BRONX,,,,,,,,40.83024702,-73.86363324,"(40.83024702318204, -73.86363324030116)"
40617962,10/21/18 13:58,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,35 ST NICHOLAS TERRACE,ST NICHOLAS TERRACE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,09 MANHATTAN,1019680044,MANHATTAN,"997,685","235,617",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81337978,-73.95146477,"(40.813379781395206, -73.95146477169187)"
40615849,10/21/18 13:59,,DEP,Department of Environmental Protection,Sewer,Defective/Missing Curb Piece (SC4),,11219,,,,,14 AVENUE,48 STREET,INTERSECTION,BROOKLYN,,N/A,Open,,,,12 BROOKLYN,,BROOKLYN,"987,211","170,354",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63425845,-73.98933182,"(40.63425845312029, -73.98933181550392)"
40619216,10/21/18 13:59,,DOT,Department of Transportation,Street Condition,Pothole,,11230,715 OCEAN PARKWAY,OCEAN PARKWAY,LAWRENCE AVENUE,PARKVILLE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,10/21/18 13:59,14 BROOKLYN,3054240001,BROOKLYN,"992,092","169,165",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63099192,-73.97174745,"(40.63099192374905, -73.97174744706696)"
40618381,10/21/18 13:59,10/21/18 14:56,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,3055 BRIGHTON 2 STREET,BRIGHTON 2 STREET,BRIGHTON 1 WALK,BRIGHTON 1 LANE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/21/18 21:59,The Police Department reviewed your complaint and provided additional information below.,10/21/18 14:56,13 BROOKLYN,3086720040,BROOKLYN,"993,878","149,695",PHONE,Unspecified,BROOKLYN,,,,,,,,40.57754899,-73.96534074,"(40.57754898631101, -73.96534073859694)"
40617757,10/21/18 13:59,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10314,230 HOLDEN BOULEVARD,HOLDEN BOULEVARD,LIVINGSTON AVENUE,GRAVES STREET,,,ADDRESS,STATEN ISLAND,,Precinct,Assigned,10/21/18 21:59,Your complaint has been received by the Police Department and additional information will be available later.,10/21/18 14:04,02 STATEN ISLAND,5008090021,STATEN ISLAND,"948,374","159,357",ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.60400185,-74.12919908,"(40.604001850469075, -74.12919908017845)"
40616174,10/21/18 13:59,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031,528 WEST  136 STREET,WEST  136 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,10/21/18 0:00,09 MANHATTAN,1019880127,MANHATTAN,"997,239","238,074",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82012422,-73.95307123,"(40.82012422332215, -73.9530712339799)"
40612898,10/21/18 13:59,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11213,669 CROWN STREET,CROWN STREET,TROY AVENUE,SCHENECTADY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,10/25/18 13:59,"The Department of Parks and Recreation usually requires 4 days to inspect the issue and may take up to 10 days to resolve it, if warranted. Please note your Service Request number for future reference.",,09 BROOKLYN,3014130066,BROOKLYN,"1,002,068","181,733",PHONE,Unspecified,BROOKLYN,,,,,,,,40.6654739,-73.93577349,"(40.66547390345137, -73.9357734940642)"
40617306,10/21/18 13:59,10/21/18 14:49,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,2820 WEST 8 STREET,WEST 8 STREET,SHEEPSHEAD BAY ROAD,NYCTA SUBWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/21/18 21:59,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/21/18 14:49,13 BROOKLYN,3072680001,BROOKLYN,"990,838","150,247",PHONE,Unspecified,BROOKLYN,,,,,,,,40.5790669,-73.97628371,"(40.57906689781597, -73.97628371413792)"
40617047,10/21/18 13:59,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203,918 UTICA AVENUE,UTICA AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,17 BROOKLYN,3046970026,BROOKLYN,"1,003,595","176,363",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65073123,-73.9302847,"(40.65073123294259, -73.93028469930775)"
40613274,10/21/18 14:00,,DSNY,Department of Sanitation,Electronics Waste,missed collection for E-waste,Sidewalk,11226,1012 OCEAN AVENUE,OCEAN AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,The Department of Sanitation is in the process of investigating this complaint.,,14 BROOKLYN,3052190008,BROOKLYN,"995,728","171,556",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63755075,-73.95864388,"(40.63755074527762, -73.95864388139779)"
40614698,10/21/18 14:00,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,552 WEST  163 STREET,WEST  163 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,12 MANHATTAN,1021220138,MANHATTAN,"1,000,572","244,341",PHONE,Unspecified,MANHATTAN,,,,,,,,40.83731981,-73.94101399,"(40.83731981281557, -73.94101398732823)"
40616204,10/21/18 14:00,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040,75 ELLWOOD STREET,ELLWOOD STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,12 MANHATTAN,1021740111,MANHATTAN,"1,003,898","253,010",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86110687,-73.92896877,"(40.86110687463308, -73.92896876952953)"
40612828,10/21/18 14:00,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10026,1975 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10/21/18 0:00,10 MANHATTAN,1019030062,MANHATTAN,"997,743","232,541",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80493693,-73.95126142,"(40.80493692660632, -73.95126142400458)"
40615932,10/21/18 14:00,10/21/18 14:00,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,10473,2122 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,10/21/18 0:00,09 BRONX,2036120042,BRONX,"1,025,451","239,141",UNKNOWN,Unspecified,BRONX,,,,,,,,40.8229663,-73.85113592,"(40.82296629720551, -73.85113592214498)"
